src_ip,dst_ip,protocol,service,flag,duration,bytes,src_port,dst_port,attack_type,is_malware,prior_intrusion,src_os,dst_os,src_country,dst_country,timestamp,username,auth_result,http_method,url_path,http_version,http_response_code,user_agent
187.87.161.86,151.188.103.219,tcp,private,SH,1430.6,889201,3806,1011,probe,no,no,Linux,Unix,FR,DE,2025-05-15T07:39:14.926765,guest,failure,GET,/home,HTTP/1.1,403,curl/7.64.1
120.140.91.117,105.14.219.79,tcp,http,REJ,1041.56,383371,25475,72,r2l,no,yes,Windows,MacOS,CN,IN,2025-05-06T14:57:27.926765,eve,failure,POST,/data,HTTP/2,403,PostmanRuntime/7.26.8
244.199.48.102,76.94.112.110,tcp,nntp,RSTO,3490.09,519034,10788,34,r2l,yes,yes,Linux,Linux,BR,CN,2025-04-17T20:26:00.926765,bob,success,HEAD,/login,HTTP/2,403,python-requests/2.23.0
95.172.75.231,112.150.161.67,icmp,nntp,S0,4818.21,761531,2224,35,probe,no,no,Unix,MacOS,CN,KR,2025-05-13T17:11:08.926765,dave,failure,OPTIONS,/home,HTTP/2,401,curl/7.64.1
25.150.232.244,54.215.11.18,icmp,pop3,SH,4802.43,985183,3932,275,normal,yes,yes,MacOS,Unix,KR,RU,2025-04-20T17:09:36.926765,guest,failure,GET,/config,HTTP/1.1,302,curl/7.64.1
153.236.7.187,240.251.71.181,icmp,private,S0,4097.38,896891,43590,792,dos,no,no,MacOS,Unix,KR,FR,2025-04-19T09:14:26.926765,alice,failure,HEAD,/upload,HTTP/1.1,400,PostmanRuntime/7.26.8
112.199.194.188,165.116.14.178,tcp,eco_i,RSTO,3765.52,122335,29442,939,normal,yes,yes,Windows,Windows,CN,CN,2025-05-15T10:45:58.926765,alice,success,PUT,/dashboard,HTTP/2,301,Wget/1.20.3
107.62.8.246,18.106.2.192,udp,ssh,RSTO,969.13,163563,7892,292,normal,yes,yes,Unix,Unix,US,DE,2025-05-01T00:39:01.926765,bob,success,OPTIONS,/upload,HTTP/1.1,401,python-requests/2.23.0
242.110.135.165,154.20.160.187,icmp,http,SH,3328.81,29327,3228,544,u2r,yes,yes,MacOS,Windows,US,KR,2025-05-02T15:41:01.926765,guest,failure,GET,/config,HTTP/2,401,Wget/1.20.3
102.199.165.218,17.146.165.109,udp,smtp,RSTR,556.73,329000,39711,65,normal,no,no,Windows,Windows,KR,KR,2025-05-16T15:29:35.926765,dave,failure,OPTIONS,/config,HTTP/1.1,200,Wget/1.20.3
181.104.252.129,112.63.205.7,icmp,private,S1,2567.19,848641,65439,999,r2l,no,no,MacOS,Windows,IN,IN,2025-05-04T11:37:08.926765,alice,success,HEAD,/admin,HTTP/1.1,301,curl/7.64.1
169.95.235.159,12.34.126.2,udp,pop3,REJ,1850.5,908650,39705,462,dos,yes,yes,MacOS,Unix,BR,IN,2025-05-08T04:49:52.926765,dave,failure,DELETE,/login,HTTP/2,500,Wget/1.20.3
90.163.27.213,128.77.99.205,udp,pop3,SF,181.24,4540,36893,178,dos,no,yes,Linux,Windows,RU,IN,2025-04-20T15:09:47.926765,guest,failure,DELETE,/login,HTTP/2,401,curl/7.64.1
181.16.119.35,188.155.237.170,icmp,private,SF,4081.5,791035,55282,473,normal,no,no,MacOS,MacOS,RU,IN,2025-04-29T15:02:51.926765,charlie,failure,PUT,/dashboard,HTTP/2,301,Mozilla/5.0
246.253.33.29,23.55.165.198,icmp,pop3,REJ,2120.09,776938,41073,870,r2l,yes,yes,Linux,Unix,FR,FR,2025-04-25T21:52:12.926765,charlie,failure,OPTIONS,/admin,HTTP/2,302,Mozilla/5.0
243.6.1.151,188.193.251.119,icmp,smtp,REJ,1013.27,208616,8358,116,u2r,no,yes,MacOS,Unix,KR,US,2025-04-26T20:58:26.926765,guest,success,POST,/dashboard,HTTP/2,500,python-requests/2.23.0
191.182.60.174,235.106.41.158,udp,http,S0,2760.14,126916,52689,2,normal,yes,no,Linux,Unix,FR,US,2025-04-28T15:21:11.926765,alice,success,GET,/data,HTTP/2,301,python-requests/2.23.0
88.130.103.99,67.242.41.8,icmp,ssh,S0,1427.53,313223,30521,541,normal,yes,yes,MacOS,Unix,IN,FR,2025-05-15T07:34:21.926765,eve,failure,DELETE,/config,HTTP/2,401,python-requests/2.23.0
14.217.203.200,73.192.219.225,udp,ftp,S0,977.9,697167,5634,238,u2r,no,yes,Linux,Linux,DE,CN,2025-04-26T13:09:21.926765,charlie,failure,PUT,/config,HTTP/1.1,200,python-requests/2.23.0
66.58.172.205,74.42.78.254,icmp,private,RSTR,2559.12,999815,43513,994,r2l,yes,yes,MacOS,Unix,FR,CN,2025-04-18T09:38:51.926765,alice,success,DELETE,/config,HTTP/1.1,403,Mozilla/5.0
140.158.128.44,121.180.196.186,icmp,domain_u,RSTO,3657.66,696344,8302,176,normal,no,yes,Linux,Linux,FR,RU,2025-05-10T16:35:23.926765,dave,success,GET,/data,HTTP/2,403,Wget/1.20.3
199.232.135.107,220.18.231.192,icmp,domain_u,SH,3709.41,525276,61030,66,dos,yes,no,Windows,MacOS,FR,FR,2025-05-02T18:47:33.926765,dave,success,DELETE,/admin,HTTP/2,400,Mozilla/5.0
171.57.82.80,70.143.120.95,tcp,ssh,SH,1932.25,104976,13217,967,dos,no,no,Linux,MacOS,KR,BR,2025-05-14T09:41:11.926765,dave,failure,OPTIONS,/dashboard,HTTP/2,403,Mozilla/5.0
36.3.126.84,56.80.69.96,tcp,dns,RSTR,1245.79,126676,15996,642,probe,yes,yes,Linux,MacOS,BR,JP,2025-05-12T16:14:50.926765,charlie,success,HEAD,/config,HTTP/2,403,Wget/1.20.3
175.233.204.248,100.208.86.155,tcp,pop3,S0,4810.2,255196,26237,182,r2l,yes,no,Windows,MacOS,US,BR,2025-05-16T14:58:52.926765,dave,success,OPTIONS,/config,HTTP/1.1,401,PostmanRuntime/7.26.8
241.53.188.30,94.51.3.56,udp,imap4,RSTR,755.56,677434,18852,708,normal,no,no,Unix,MacOS,IN,BR,2025-04-18T00:56:33.926765,charlie,success,HEAD,/config,HTTP/2,400,Wget/1.20.3
174.123.153.111,52.211.220.97,icmp,smtp,S0,4219.72,257049,57165,451,normal,yes,yes,Linux,Unix,US,BR,2025-05-16T07:51:01.926765,guest,failure,OPTIONS,/login,HTTP/1.1,200,PostmanRuntime/7.26.8
173.146.211.47,151.199.245.225,tcp,imap4,S0,2525.95,731455,53486,965,probe,no,no,Unix,Linux,KR,CN,2025-05-13T05:27:07.926765,dave,success,HEAD,/login,HTTP/2,400,Wget/1.20.3
207.129.120.69,192.56.146.254,udp,nntp,RSTR,4498.87,58040,25137,495,probe,yes,no,Windows,Linux,IN,FR,2025-04-19T06:28:45.926765,alice,success,GET,/login,HTTP/1.1,400,python-requests/2.23.0
202.198.46.170,81.233.214.183,udp,domain_u,S0,2288.97,498738,24418,121,normal,no,no,Windows,Unix,KR,JP,2025-04-21T21:30:39.926765,bob,success,OPTIONS,/home,HTTP/2,404,curl/7.64.1
252.245.116.159,202.136.200.216,tcp,dns,REJ,2449.33,252393,7100,1004,probe,yes,no,Linux,MacOS,JP,US,2025-05-13T13:49:39.926765,dave,success,HEAD,/login,HTTP/1.1,404,curl/7.64.1
106.150.13.174,228.66.240.160,icmp,http,RSTR,334.6,578478,4824,107,r2l,no,no,Unix,Linux,BR,KR,2025-04-27T06:51:44.926765,bob,success,OPTIONS,/data,HTTP/2,404,Wget/1.20.3
55.194.214.76,214.86.221.214,tcp,smtp,RSTR,74.55,830096,39821,725,r2l,yes,yes,MacOS,Unix,DE,IN,2025-04-28T18:07:22.926765,charlie,failure,POST,/login,HTTP/2,301,curl/7.64.1
4.68.66.41,160.47.117.117,udp,ftp,SF,429.64,247951,24532,589,u2r,no,no,MacOS,Linux,DE,KR,2025-05-15T05:06:36.926765,charlie,success,HEAD,/config,HTTP/1.1,403,Wget/1.20.3
168.36.218.90,180.156.79.56,udp,ntp_u,SF,2014.81,259989,63579,558,probe,no,no,Windows,Unix,RU,BR,2025-05-17T12:28:04.926765,charlie,success,HEAD,/data,HTTP/1.1,403,Mozilla/5.0
101.32.242.225,169.28.101.29,icmp,nntp,RSTR,2835.99,117499,54106,54,u2r,no,no,MacOS,MacOS,IN,IN,2025-04-22T11:47:40.926765,admin,failure,POST,/data,HTTP/2,500,PostmanRuntime/7.26.8
139.99.13.208,2.69.0.30,icmp,eco_i,RSTR,220.37,325123,40145,376,dos,no,yes,Unix,Linux,FR,RU,2025-05-03T19:31:45.926765,alice,failure,OPTIONS,/admin,HTTP/2,404,python-requests/2.23.0
225.16.231.124,46.111.36.235,icmp,private,RSTR,4746.72,596964,55592,987,normal,no,yes,Unix,Windows,FR,KR,2025-04-26T14:37:18.926765,dave,success,OPTIONS,/login,HTTP/2,401,Mozilla/5.0
234.86.192.176,126.250.56.101,icmp,private,RSTR,1666.83,803072,56958,331,probe,no,no,MacOS,Windows,FR,BR,2025-05-09T08:00:13.926765,guest,success,DELETE,/admin,HTTP/1.1,500,Mozilla/5.0
101.95.34.75,228.40.4.158,tcp,ftp,SF,696.8,90913,63829,381,r2l,no,yes,MacOS,Unix,DE,KR,2025-04-29T19:07:58.926765,admin,failure,POST,/home,HTTP/1.1,500,PostmanRuntime/7.26.8
91.59.86.151,122.50.129.209,icmp,pop3,SF,1271.3,631943,34819,891,probe,yes,yes,MacOS,Windows,CN,FR,2025-05-08T15:41:55.926765,alice,success,POST,/data,HTTP/2,200,PostmanRuntime/7.26.8
68.129.78.67,250.44.229.166,icmp,dns,RSTR,464.24,438900,9416,676,u2r,yes,yes,Linux,Unix,IN,CN,2025-05-02T10:45:55.926765,guest,success,POST,/dashboard,HTTP/1.1,400,curl/7.64.1
54.165.213.131,147.126.117.74,icmp,ssh,S1,4745.11,979983,54525,76,dos,no,yes,Windows,Linux,US,RU,2025-04-24T02:17:03.926765,guest,failure,POST,/data,HTTP/2,200,python-requests/2.23.0
143.233.201.194,248.33.115.88,udp,private,REJ,5.82,554251,62274,472,dos,no,no,Windows,MacOS,DE,CN,2025-04-30T21:03:54.926765,dave,failure,DELETE,/login,HTTP/2,403,Wget/1.20.3
140.59.15.199,221.56.125.192,tcp,imap4,SF,2062.39,692358,22819,423,dos,no,no,MacOS,Linux,JP,JP,2025-04-20T05:36:14.926765,admin,success,GET,/config,HTTP/2,403,Mozilla/5.0
79.233.76.81,43.7.81.10,icmp,ftp,RSTO,4419.38,288015,20169,770,dos,no,yes,MacOS,MacOS,RU,BR,2025-05-04T21:27:43.926765,admin,success,DELETE,/home,HTTP/1.1,200,curl/7.64.1
176.214.155.81,24.55.189.207,icmp,eco_i,REJ,209.29,266429,10944,305,normal,no,yes,Windows,MacOS,JP,IN,2025-05-01T20:20:36.926765,alice,failure,PUT,/home,HTTP/2,200,Wget/1.20.3
84.66.212.191,242.199.110.118,icmp,smtp,REJ,2767.22,435926,33075,458,dos,yes,yes,Linux,MacOS,RU,CN,2025-05-02T17:45:06.926765,dave,failure,PUT,/admin,HTTP/1.1,302,PostmanRuntime/7.26.8
228.94.91.184,227.99.150.171,tcp,domain_u,RSTO,1138.94,853886,2496,456,u2r,yes,yes,MacOS,Unix,BR,US,2025-05-03T07:16:50.926765,guest,success,OPTIONS,/login,HTTP/2,400,curl/7.64.1
56.62.148.64,24.64.83.153,udp,ntp_u,SH,2399.45,287654,22399,804,u2r,no,no,MacOS,Linux,US,DE,2025-05-03T21:52:18.926765,alice,failure,HEAD,/dashboard,HTTP/1.1,401,Wget/1.20.3
108.166.91.214,106.5.41.82,icmp,nntp,RSTR,2191.72,718896,26051,964,r2l,yes,yes,Linux,Unix,JP,JP,2025-04-29T11:56:42.926765,charlie,failure,POST,/admin,HTTP/2,403,curl/7.64.1
104.106.229.242,6.74.5.154,tcp,private,S0,1125.68,343319,23556,56,u2r,yes,yes,Unix,Linux,BR,BR,2025-04-20T07:04:51.926765,admin,success,PUT,/upload,HTTP/2,400,PostmanRuntime/7.26.8
212.220.81.53,15.229.127.228,tcp,private,REJ,4532.78,421922,37439,274,probe,yes,no,Unix,MacOS,DE,US,2025-04-19T21:23:56.926765,eve,success,PUT,/data,HTTP/2,403,curl/7.64.1
246.222.100.229,170.134.168.164,tcp,domain_u,REJ,1584.87,888220,48363,504,r2l,yes,no,MacOS,Windows,US,JP,2025-04-21T02:11:56.926765,charlie,success,DELETE,/upload,HTTP/2,200,Wget/1.20.3
40.203.254.44,202.120.160.206,icmp,smtp,SF,4245.47,815643,17509,758,dos,no,no,Windows,Windows,DE,CN,2025-04-27T14:52:40.926765,dave,failure,HEAD,/upload,HTTP/2,302,curl/7.64.1
52.168.37.55,6.72.204.155,tcp,nntp,S0,477.48,123653,2123,207,u2r,yes,no,Linux,Windows,DE,IN,2025-05-10T04:47:40.926765,guest,success,HEAD,/data,HTTP/1.1,500,curl/7.64.1
175.10.223.230,47.8.78.212,udp,eco_i,SH,326.21,46619,50324,607,r2l,yes,no,MacOS,Unix,KR,DE,2025-05-11T14:11:05.926765,alice,success,POST,/login,HTTP/2,400,PostmanRuntime/7.26.8
149.165.128.92,36.11.39.74,icmp,eco_i,S0,3877.56,507220,13744,577,u2r,no,no,Unix,Linux,FR,JP,2025-05-15T06:05:10.926765,eve,failure,OPTIONS,/home,HTTP/1.1,401,curl/7.64.1
2.137.232.234,187.68.172.58,icmp,smtp,S0,583.47,284937,61215,862,probe,no,yes,MacOS,Windows,BR,DE,2025-04-23T05:13:09.926765,admin,success,OPTIONS,/config,HTTP/2,404,Mozilla/5.0
105.114.117.164,161.208.153.131,tcp,dns,REJ,4847.02,769690,6346,776,u2r,yes,no,Linux,MacOS,RU,BR,2025-05-11T09:55:12.926765,dave,success,HEAD,/home,HTTP/1.1,403,Mozilla/5.0
157.41.206.232,187.182.199.226,icmp,pop3,SF,3820.21,294961,25646,819,dos,no,yes,MacOS,MacOS,CN,CN,2025-05-09T19:27:28.926765,eve,success,DELETE,/dashboard,HTTP/2,404,python-requests/2.23.0
184.164.172.74,212.39.20.8,udp,domain_u,RSTO,4024.14,743100,32651,807,normal,no,yes,Windows,Linux,DE,BR,2025-05-09T14:01:55.926765,alice,success,GET,/data,HTTP/2,403,curl/7.64.1
56.142.210.15,240.142.119.159,udp,private,RSTO,4554.42,118548,47979,25,dos,yes,yes,Unix,Linux,KR,KR,2025-05-07T08:44:00.926765,eve,success,POST,/home,HTTP/1.1,403,PostmanRuntime/7.26.8
92.173.18.192,226.83.171.104,udp,private,SH,1841.49,224067,19521,824,probe,yes,yes,Linux,MacOS,RU,JP,2025-05-14T11:29:25.926765,dave,success,PUT,/upload,HTTP/2,500,Wget/1.20.3
224.152.2.242,133.164.38.122,tcp,http,SF,2585.49,595577,38248,290,probe,yes,yes,Linux,MacOS,KR,DE,2025-05-14T10:23:18.926765,guest,failure,GET,/admin,HTTP/2,404,Wget/1.20.3
171.129.231.163,47.57.62.212,udp,ntp_u,SF,136.1,982259,60544,250,normal,yes,no,Unix,Windows,CN,KR,2025-05-12T12:02:15.926765,alice,success,POST,/data,HTTP/1.1,401,curl/7.64.1
44.111.213.220,7.226.148.205,tcp,nntp,SF,1126.8,455361,55415,406,dos,yes,no,Windows,MacOS,DE,DE,2025-05-06T01:51:32.926765,guest,failure,HEAD,/login,HTTP/2,401,Wget/1.20.3
255.82.122.25,174.31.200.197,udp,ssh,RSTR,4975.8,754347,58246,771,probe,yes,no,Unix,Unix,US,DE,2025-05-07T06:18:56.926765,bob,failure,GET,/admin,HTTP/1.1,301,PostmanRuntime/7.26.8
19.0.245.189,230.63.88.161,icmp,nntp,SF,2294.71,606360,64448,512,u2r,no,no,Linux,Windows,DE,CN,2025-05-08T19:21:14.926765,guest,success,DELETE,/data,HTTP/2,401,Mozilla/5.0
94.160.48.176,168.190.206.50,tcp,http,REJ,1693.76,573738,30101,229,u2r,yes,no,Windows,Linux,IN,JP,2025-05-10T21:59:24.926765,dave,failure,OPTIONS,/data,HTTP/1.1,404,curl/7.64.1
216.118.12.133,54.177.38.132,tcp,private,RSTR,3050.5,124651,51566,321,r2l,yes,no,Unix,MacOS,CN,KR,2025-05-03T17:44:26.926765,charlie,success,DELETE,/data,HTTP/2,401,python-requests/2.23.0
170.16.52.14,125.143.118.80,icmp,domain_u,SH,1987.69,132033,57922,129,dos,no,yes,Unix,Unix,BR,FR,2025-04-29T21:27:01.926765,charlie,success,DELETE,/admin,HTTP/1.1,401,PostmanRuntime/7.26.8
12.51.123.172,77.55.137.249,tcp,private,SF,696.93,122579,1142,383,normal,yes,no,MacOS,Unix,CN,CN,2025-04-25T09:33:26.926765,bob,failure,GET,/admin,HTTP/1.1,301,Mozilla/5.0
198.83.48.225,225.83.193.167,udp,private,SH,2262.81,151557,49282,186,dos,no,yes,Windows,Windows,CN,CN,2025-04-23T12:28:39.926765,admin,failure,POST,/login,HTTP/1.1,403,Mozilla/5.0
175.116.95.50,115.63.247.216,udp,ftp,RSTO,1000.42,831684,24143,512,probe,no,no,Unix,Unix,DE,US,2025-05-12T13:16:46.926765,eve,failure,PUT,/admin,HTTP/2,301,Wget/1.20.3
219.125.219.34,168.67.245.223,icmp,pop3,SF,1390.48,872572,19422,203,r2l,yes,no,Windows,Windows,IN,KR,2025-05-03T17:16:43.926765,alice,success,DELETE,/data,HTTP/1.1,301,Mozilla/5.0
184.105.7.150,188.2.180.249,icmp,smtp,RSTO,282.06,374090,4325,416,probe,no,yes,MacOS,Linux,IN,JP,2025-05-08T01:53:56.926765,eve,success,PUT,/login,HTTP/1.1,200,PostmanRuntime/7.26.8
8.155.61.230,8.236.124.232,icmp,imap4,RSTO,1695.58,907331,44060,187,normal,yes,yes,MacOS,Windows,CN,DE,2025-05-17T01:09:19.926765,admin,failure,POST,/admin,HTTP/1.1,400,Mozilla/5.0
44.250.65.212,220.70.71.208,icmp,ntp_u,RSTO,4441.44,749409,57773,438,dos,no,no,MacOS,MacOS,JP,BR,2025-04-23T07:58:07.926765,dave,failure,POST,/data,HTTP/2,302,PostmanRuntime/7.26.8
200.55.103.134,35.17.236.18,tcp,pop3,S0,4855.65,159665,38761,268,u2r,yes,yes,MacOS,MacOS,US,FR,2025-04-27T21:16:56.926765,guest,failure,PUT,/config,HTTP/2,403,PostmanRuntime/7.26.8
254.81.51.127,22.76.117.156,udp,eco_i,S0,1315.59,425297,46890,994,r2l,yes,no,Linux,Linux,US,JP,2025-05-01T01:08:05.926765,bob,success,HEAD,/login,HTTP/2,401,Mozilla/5.0
160.132.105.150,159.16.237.191,udp,private,S1,4140.1,940839,14168,516,normal,no,no,Unix,Linux,IN,JP,2025-04-26T00:09:25.926765,bob,success,DELETE,/admin,HTTP/2,403,PostmanRuntime/7.26.8
27.248.16.160,136.196.192.209,tcp,http,SH,3588.02,95046,33256,333,u2r,no,yes,Unix,Linux,CN,JP,2025-05-12T12:40:22.926765,dave,failure,POST,/upload,HTTP/2,403,PostmanRuntime/7.26.8
177.196.5.111,252.2.152.218,udp,imap4,S1,1587.81,446131,5743,204,normal,no,yes,Windows,Linux,BR,CN,2025-05-12T00:44:10.926765,charlie,success,PUT,/upload,HTTP/1.1,404,PostmanRuntime/7.26.8
142.192.42.197,132.96.186.184,icmp,domain_u,S1,2005.65,499427,32139,860,u2r,no,yes,Unix,Unix,CN,DE,2025-05-05T08:09:50.926765,guest,success,PUT,/home,HTTP/1.1,302,curl/7.64.1
72.200.96.147,111.72.146.125,udp,smtp,REJ,4408.37,179363,39855,243,normal,yes,yes,Windows,Linux,BR,RU,2025-05-11T09:38:21.926765,bob,success,POST,/data,HTTP/2,404,Wget/1.20.3
137.116.124.110,105.208.53.226,icmp,http,S0,1387.77,386749,60519,574,probe,no,no,MacOS,Windows,CN,BR,2025-04-19T09:39:04.926765,guest,failure,DELETE,/config,HTTP/1.1,403,curl/7.64.1
123.22.108.89,113.245.44.57,udp,imap4,SF,1361.13,938338,26533,499,probe,yes,yes,Windows,Linux,IN,US,2025-04-22T15:56:49.926765,guest,failure,POST,/config,HTTP/2,403,Wget/1.20.3
83.218.236.65,67.34.98.168,tcp,eco_i,S1,1811.29,63983,51160,775,dos,no,no,Unix,MacOS,KR,FR,2025-05-05T19:19:09.926765,dave,success,PUT,/home,HTTP/2,301,Wget/1.20.3
164.29.95.119,89.37.86.143,udp,pop3,SF,1756.77,29881,16342,407,normal,no,yes,Linux,Windows,IN,FR,2025-04-28T01:51:28.926765,dave,success,HEAD,/dashboard,HTTP/1.1,403,Wget/1.20.3
21.108.38.65,145.245.80.240,tcp,nntp,RSTR,1845.02,827412,3049,35,dos,yes,yes,Unix,MacOS,IN,IN,2025-05-12T04:01:40.926765,charlie,failure,DELETE,/data,HTTP/1.1,404,Mozilla/5.0
73.134.225.68,8.113.165.157,udp,imap4,S1,2577.31,125750,25217,959,u2r,no,yes,Linux,Windows,KR,IN,2025-04-24T23:00:34.926765,dave,failure,GET,/home,HTTP/1.1,301,PostmanRuntime/7.26.8
131.49.241.86,39.102.156.182,udp,imap4,S1,4304.81,761300,44269,317,normal,no,yes,MacOS,Windows,DE,KR,2025-05-02T05:31:55.926765,bob,success,DELETE,/config,HTTP/2,401,python-requests/2.23.0
5.74.137.133,254.217.94.109,tcp,imap4,REJ,129.18,204186,25168,599,normal,yes,no,Unix,MacOS,BR,US,2025-05-05T11:54:51.926765,dave,failure,GET,/upload,HTTP/1.1,500,Mozilla/5.0
190.125.145.135,145.183.205.102,udp,ntp_u,SF,3491.15,224271,16351,856,r2l,yes,yes,MacOS,Unix,FR,FR,2025-05-06T21:20:46.926765,bob,failure,DELETE,/upload,HTTP/2,301,Mozilla/5.0
195.58.51.18,251.137.233.98,tcp,ntp_u,REJ,460.59,275353,29197,711,dos,yes,yes,Windows,Linux,JP,KR,2025-05-13T00:35:08.926765,eve,failure,PUT,/data,HTTP/2,404,curl/7.64.1
111.234.46.158,90.5.155.81,icmp,domain_u,RSTR,4559.75,117723,35604,768,r2l,yes,no,Linux,MacOS,JP,US,2025-05-11T13:38:15.926765,admin,success,GET,/upload,HTTP/1.1,200,curl/7.64.1
79.61.196.130,246.31.8.84,icmp,smtp,REJ,1511.64,750305,25210,786,normal,yes,no,Unix,Linux,KR,JP,2025-04-20T04:39:06.926765,charlie,success,HEAD,/data,HTTP/1.1,400,python-requests/2.23.0
172.207.23.208,118.143.171.99,tcp,private,S1,4022.8,66031,46695,308,r2l,no,yes,Linux,Windows,DE,IN,2025-05-03T07:21:23.926765,eve,success,OPTIONS,/config,HTTP/1.1,302,PostmanRuntime/7.26.8
213.34.61.239,206.179.20.17,icmp,domain_u,REJ,1958.68,297890,27403,719,r2l,no,no,Linux,Unix,BR,US,2025-04-22T17:02:07.926765,eve,success,HEAD,/config,HTTP/1.1,302,curl/7.64.1
156.67.179.14,133.209.201.97,tcp,domain_u,RSTR,15.43,575023,7267,915,u2r,no,no,Windows,Linux,FR,IN,2025-04-25T00:54:16.926765,dave,success,OPTIONS,/home,HTTP/1.1,404,PostmanRuntime/7.26.8
191.82.209.44,8.142.168.197,tcp,nntp,SF,1511.94,733450,27458,293,r2l,yes,no,Windows,Unix,KR,US,2025-04-30T09:20:26.926765,eve,success,POST,/login,HTTP/2,500,Wget/1.20.3
29.76.159.210,89.148.166.89,tcp,ssh,REJ,3287.98,740019,3212,508,normal,no,no,Unix,Unix,JP,IN,2025-04-21T20:36:29.926765,charlie,failure,POST,/home,HTTP/2,200,python-requests/2.23.0
73.13.102.105,115.154.65.229,udp,ftp,SF,3313.74,940536,53946,796,dos,no,yes,MacOS,Unix,RU,BR,2025-04-27T16:53:44.926765,bob,success,DELETE,/upload,HTTP/2,302,curl/7.64.1
241.67.129.150,153.44.211.70,tcp,imap4,S0,779.35,43761,56016,752,dos,no,no,Windows,Linux,BR,JP,2025-05-04T17:41:17.926765,alice,failure,OPTIONS,/data,HTTP/2,404,PostmanRuntime/7.26.8
159.140.135.212,204.115.137.95,udp,smtp,SH,1087.4,105631,16852,287,normal,yes,no,Windows,Unix,IN,IN,2025-04-20T16:52:46.926765,dave,failure,OPTIONS,/data,HTTP/2,404,python-requests/2.23.0
38.144.37.80,219.200.130.251,udp,nntp,RSTO,2054.26,224353,50324,989,probe,yes,no,Unix,Windows,DE,RU,2025-04-20T23:26:13.926765,admin,success,OPTIONS,/login,HTTP/1.1,301,PostmanRuntime/7.26.8
145.9.19.67,17.226.226.48,udp,http,RSTO,2.72,546597,1414,683,dos,yes,yes,Windows,Windows,CN,IN,2025-05-13T20:12:32.926765,charlie,failure,DELETE,/upload,HTTP/1.1,404,PostmanRuntime/7.26.8
63.168.207.201,92.143.95.41,tcp,pop3,SH,4713.81,250447,17734,483,probe,no,yes,MacOS,MacOS,RU,DE,2025-05-17T05:01:19.926765,admin,failure,GET,/admin,HTTP/1.1,301,python-requests/2.23.0
57.101.67.2,23.101.18.156,udp,ftp,REJ,974.1,917582,32578,93,r2l,yes,no,Unix,Unix,DE,RU,2025-04-26T16:58:13.926765,guest,failure,PUT,/dashboard,HTTP/2,302,python-requests/2.23.0
125.96.231.205,176.129.220.241,udp,imap4,S0,3608.14,476719,38910,503,dos,yes,no,Windows,Linux,DE,KR,2025-05-15T15:21:33.926765,charlie,failure,DELETE,/dashboard,HTTP/2,301,curl/7.64.1
218.162.181.254,79.129.67.101,icmp,domain_u,RSTO,2486.15,630692,8933,171,r2l,yes,no,Linux,Unix,CN,US,2025-05-05T16:10:04.926765,dave,success,PUT,/admin,HTTP/1.1,401,PostmanRuntime/7.26.8
181.59.73.227,71.51.183.105,udp,ntp_u,REJ,569.19,379449,7756,224,dos,no,yes,MacOS,Unix,CN,JP,2025-05-12T16:12:01.926765,guest,failure,POST,/home,HTTP/1.1,301,Wget/1.20.3
37.33.185.88,11.171.61.109,icmp,ftp,RSTO,635.96,690731,40828,148,dos,no,no,Windows,Linux,FR,BR,2025-04-17T15:36:56.926765,guest,failure,POST,/login,HTTP/1.1,302,Mozilla/5.0
202.117.122.104,73.24.39.31,icmp,dns,REJ,1771.71,214312,20131,193,r2l,yes,yes,MacOS,MacOS,IN,BR,2025-04-28T22:58:21.926765,alice,success,PUT,/login,HTTP/1.1,400,PostmanRuntime/7.26.8
102.124.189.161,161.17.23.205,udp,http,RSTR,790.45,919479,63114,897,normal,no,yes,MacOS,Linux,BR,FR,2025-05-17T01:59:43.926765,charlie,failure,POST,/config,HTTP/1.1,401,python-requests/2.23.0
94.64.91.39,232.249.89.250,tcp,ftp,REJ,4801.59,572324,61508,113,dos,yes,no,Unix,Windows,KR,BR,2025-04-24T08:55:14.926765,charlie,success,PUT,/config,HTTP/2,404,curl/7.64.1
237.24.207.3,100.126.151.244,tcp,ssh,S0,2283.45,321108,47252,433,r2l,no,yes,Windows,Linux,FR,DE,2025-04-21T18:56:07.926765,bob,failure,OPTIONS,/config,HTTP/2,200,curl/7.64.1
75.111.124.43,84.235.167.195,udp,ssh,RSTR,4744.26,221798,30122,481,probe,no,yes,Linux,Linux,FR,BR,2025-05-01T09:30:51.926765,admin,success,POST,/login,HTTP/1.1,401,python-requests/2.23.0
191.250.18.228,226.164.129.210,tcp,http,RSTO,3599.73,685686,47811,710,probe,yes,yes,Unix,Linux,RU,JP,2025-04-19T19:29:17.926765,guest,failure,GET,/home,HTTP/1.1,500,curl/7.64.1
136.212.148.223,228.78.209.175,udp,ssh,S1,867.69,829292,39948,569,probe,no,yes,Windows,MacOS,DE,FR,2025-05-03T03:02:10.926765,charlie,failure,HEAD,/config,HTTP/1.1,302,PostmanRuntime/7.26.8
59.195.148.198,8.154.23.154,icmp,smtp,S0,2704.12,7686,29139,175,r2l,yes,no,Unix,Linux,JP,FR,2025-04-27T23:32:52.926765,guest,failure,OPTIONS,/upload,HTTP/2,401,Wget/1.20.3
